featured,embed_url,embed_html,description,categories,title,thumbnail_url,category,tags,id,created_date,updated_date,created_by_id,created_by,is_sample
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/748783"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""comedy"",""animation""]","The Garfield Movie","https://upload.wikimedia.org/wikipedia/en/9/91/The_Garfield_Movie_2024_poster.jpg","","[]","69f605de0b6de7490ea97618","2026-05-02T14:10:38.921000","2026-05-02T14:10:38.921000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"true","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/519182"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""comedy"",""animation""]","Despicable Me 4","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRJQC0AokOrZ6xqaYIOFcaZ_kIURA5tauu0aR4DG74e6e1up7qbabiu4lWzPA68K4GLPdMnA&s=10","","[]","69f605a982b50fe953e000dd","2026-05-02T14:09:45.756000","2026-05-02T14:09:45.756000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/505642"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""sci-fi"",""action""]","Black panther: Wakanda Forever","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI7SxSuGZGstJ54zXRtfiLFbaxXPHlyMGzKtu_rYu5NUbq7OAPMNP-VKiexGo679QfEBHuNQ&s=10","","[]","69f60576428cfe923a840bb8","2026-05-02T14:08:54.299000","2026-05-02T14:08:54.299000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/30274401"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""horror""]","Five Nights at freddys 2","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy76oyCy1XPTwhkrOMNppheLbZBV8ZgGZAJlpbP5_WeplmpoJ3SA1EVZLEaMWsXCU3fs_6&s=10","","[]","69f6050185e3456912d4ac92","2026-05-02T14:06:57.942000","2026-05-02T14:06:57.942000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/507089"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""horror""]","Five Nights at freddys","https://upload.wikimedia.org/wikipedia/en/d/d6/Five_Nights_At_Freddy%27s_poster.jpeg","","[]","69f60476fcdfa1b0bee069ff","2026-05-02T14:04:38.908000","2026-05-02T14:04:38.908000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/1757678"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""sci-fi"",""action""]","Avatar Fire And Ash","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJfabXc-D7tjVJk2mvXAqbHb-od904psZVox0oXZZDlfAuO-QniiUY3FsboRqMyMn6qiLQEg&s=10","","[]","69f603c67a52988a6dbd3813","2026-05-02T14:01:42.635000","2026-05-02T14:11:34.588000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/19995"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""sci-fi"",""action""]","Avatar","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwJPOxfRiaHwXkICnf6LKMHIPWJPGLx8wht-wZH-qFs0OXXUCBvOeCQTs79z7Bx9odsdsB&s=10","","[]","69f6039c7a702b2e454d959c","2026-05-02T14:01:00.543000","2026-05-02T14:01:00.543000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/76600"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""sci-fi"",""action""]","Avatar Way of the water","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlW-ZhGp88erJb5ZByOPdKhcmD1bzm8Ogb3n_lRsgNab2h6Ri_CrVQIzIeFL_DcDO8heiY&s=10","","[]","69f6031b1a04c22988f941a1","2026-05-02T13:58:51.249000","2026-05-02T13:59:05.580000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/569094"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""action"",""sci-fi""]","Spider-Man: Across the Spider-Verse ","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTi268PxgDuBiTk1zSJuVd_QFiALwpPu2FVldO5y-GuTOQNe2epArg5BL3UWqHIfIGENpML&s=10","","[]","69f56d1bff1c09ac4c9b570f","2026-05-02T03:18:51.261000","2026-05-02T03:19:04.650000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/762509"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""other""]","Mufasa The lion King","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNlneWMr5YrhO7Q6eSKl1l9FPpCI_Eqbe5fFYw-GVhsFElLAwYn1YEfCTwzln7Igw3Zel3&s=10","","[]","69f56c960826f8b86eaf8e11","2026-05-02T03:16:38.844000","2026-05-02T03:16:38.844000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</select></div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/335988"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""action"",""sci-fi""]","Transformers: The Last Knight","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIq73kKtkToKli2eA62i_TXWDL-7Q5FJA6hqUYKmC3nu7jzg0wqL-A-aniLiSuwQ_Bb8Q&s=10","","[]","69f56c561494606b74ff08d3","2026-05-02T03:15:34.298000","2026-05-02T03:16:52.027000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/1184918"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""animation""]","The Wild Robot","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVwIgHl8p2e7WbsESzP_nQjy1qE2k1X1KPgDC1vF_M3cR_sppXianlsgY6s-mi9mtWZpPy&s=10","","[]","69f56c253dc68bc243c5bad9","2026-05-02T03:14:45.405000","2026-05-02T03:14:45.405000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"false","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/939243"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""comedy"",""sci-fi""]","Sonic 3","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtY4G-bEf6Dn6wEXTPzj4Pvp8KFInSH1O6nOCZjSMun-mjrslUxt_vpvCbABZiXxEmW8mc4g&s=10","","[]","69f56be49869570ab65d8712","2026-05-02T03:13:40.799000","2026-05-02T03:13:40.799000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
"true","","</div><div class=""vaplayer""><iframe src=""https://play2.123embed.net/movie/823464"" width=""100%"" height=""100%"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope;"" allowfullscreen=""""></iframe></div></div>","","[""action"",""sci-fi""]","Godzilla X Kong New Empire","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU0nCUXOQJQgSI7W0RvfZyjIBZZf5awdoKG8M9Jk8ejStrG7WgtbiKOqFOkdZy_F9Zmv7LGw&s=10","","[]","69f569a25ec39f55f402451a","2026-05-02T03:04:02.462000","2026-05-02T03:11:34.114000","69ee32c21259f0511987060d","elimcoen@gmail.com","false"
